Target;Item;Condition;Sentence;Target_long;Completion;Part;Cloze;Cloze_Balanced;Association_Noun;Association_Verb;Association_MainVerb;Stimulus_tf;Prime;secretgpt2_surp;leo13b_surp;secretgpt2_bpe_split;leo13b_bpe_split
Leiche;25;B;Unverzüglich obduziert der Pathologe, nachdem er das Dokument unterschrieben hat,;die Leiche;in der Leichenhalle.;0;0.75;1;2.6;1.2;7.0;Unverzüglich obduziert der Pathologe , nachdem er das Dokument unterschrieben hat , die Leiche;Dokument;3.481298923492432;0.3516876809298992;0;1
Leiche;25;C;Unverzüglich pfeffert der Pathologe, nachdem er die Mordakte gelesen hat,;die Leiche;in der Leichenhalle.;0;0.0;1;6.6;1.5;1.2;Unverzüglich pfeffert der Pathologe , nachdem er die Mordakte gelesen hat , die Leiche;Mordakte;2.819680690765381;5.045164376497269;0;1
Leiche;25;D;Unverzüglich pfeffert der Pathologe, nachdem er das Dokument unterschrieben hat,;die Leiche;in der Leichenhalle.;0;0.0;1;2.6;1.2;1.2;Unverzüglich pfeffert der Pathologe , nachdem er das Dokument unterschrieben hat , die Leiche;Dokument;5.71339750289917;5.68458753824234;0;1
Buch;26;A;Am Nachmittag signiert der Autor, der die Geschichte erfunden hat,;das Buch;für den Fan.;1;1.0;1;6.7;3.3;6.7;Am Nachmittag signiert der Autor , der die Geschichte erfunden hat , das Buch;Geschichte;1.0083324909210205;0.5953475832939148;0;0
Buch;26;B;Am Nachmittag signiert der Autor, der den Vorhang zugezogen hat,;das Buch;für den Fan.;1;0.92;1;1.8;1.5;6.7;Am Nachmittag signiert der Autor , der den Vorhang zugezogen hat , das Buch;Vorhang;1.2948731184005735;1.1051628589630127;0;0
Buch;26;C;Am Nachmittag schluckt der Autor, der die Geschichte erfunden hat,;das Buch;für den Fan.;1;0.0;1;6.7;3.3;1.3;Am Nachmittag schluckt der Autor , der die Geschichte erfunden hat , das Buch;Geschichte;3.625863075256348;5.032817840576172;0;0
Buch;26;D;Am Nachmittag schluckt der Autor, der den Vorhang zugezogen hat,;das Buch;für den Fan.;1;0.0;1;1.8;1.5;1.3;Am Nachmittag schluckt der Autor , der den Vorhang zugezogen hat , das Buch;Vorhang;3.661801815032959;5.419341564178467;0;0
Gäste;27;A;Sofort begrüßte der Hotelier, der die Koffer stapelte,;die Gäste;und überreichte ihnen die Schlüssel.;2;1.0;1;4.7;1.4;6.5;Sofort begrüßte der Hotelier , der die Koffer stapelte , die Gäste;Koffer;2.0809895992279053;1.6439445510040969;0;1
Gäste;27;B;Sofort begrüßte der Hotelier, der die Fische räucherte,;die Gäste;und überreichte ihnen die Schlüssel.;2;0.92;1;1.4;1.6;6.5;Sofort begrüßte der Hotelier , der die Fische räucherte , die Gäste;Fische;1.9736837148666384;1.8010328861419111;0;1
Gäste;27;C;Sofort feuerte der Hotelier, der die Koffer stapelte,;die Gäste;und überreichte ihnen die Schlüssel.;2;0.0;1;4.7;1.4;1.9;Sofort feuerte der Hotelier , der die Koffer stapelte , die Gäste;Koffer;5.628810882568359;7.7271130830049515;0;1
Gäste;27;D;Sofort feuerte der Hotelier, der die Fische räucherte,;die Gäste;und überreichte ihnen die Schlüssel.;2;0.0;1;1.4;1.6;1.9;Sofort feuerte der Hotelier , der die Fische räucherte , die Gäste;Fische;5.923019409179688;8.951020121574402;0;1
Baum;28;A;Vorsichtig fällt der Holzarbeiter, der die Säge gestartet hat,;den Baum;neben der Schule.;0;0.92;1;5.9;1.3;7.0;Vorsichtig fällt der Holzarbeiter , der die Säge gestartet hat , den Baum;Säge;4.648403167724609;2.1444644138682634;0;1
Baum;28;B;Vorsichtig fällt der Holzarbeiter, der den Transporter geparkt hat,;den Baum;neben der Schule.;0;0.83;1;2.8;1.9;7.0;Vorsichtig fällt der Holzarbeiter , der den Transporter geparkt hat , den Baum;Transporter;5.699387550354004;3.5298658031970263;0;1
Baum;28;C;Vorsichtig durchwühlt der Holzarbeiter, der die Säge gestartet hat,;den Baum;neben der Schule.;0;0.0;1;5.9;1.3;1.3;Vorsichtig durchwühlt der Holzarbeiter , der die Säge gestartet hat , den Baum;Säge;5.183011531829834;5.349858246743679;0;1
Baum;28;D;Vorsichtig durchwühlt der Holzarbeiter, der den Transporter geparkt hat,;den Baum;neben der Schule.;0;0.0;1;2.8;1.9;1.3;Vorsichtig durchwühlt der Holzarbeiter , der den Transporter geparkt hat , den Baum;Transporter;6.607489585876465;6.740549981594086;0;1
Zigarre;29;A;Langsam paffte der Kubaner, der den Rauchring blies,;die Zigarre;und schlenderte über den Marktplatz.;2;1.0;1;6.2;3.2;6.9;Langsam paffte der Kubaner , der den Rauchring blies , die Zigarre;Rauchring;7.788011968135834;4.307917341589928;1;1
Zigarre;29;B;Langsam paffte der Kubaner, der die Straßenbahn verpasste,;die Zigarre;und schlenderte über den Marktplatz.;2;1.0;1;2.0;1.3;6.9;Langsam paffte der Kubaner , der die Straßenbahn verpasste , die Zigarre;Straßenbahn;14.150858461856842;5.137454301118851;1;1
Zigarre;29;C;Langsam öffnete der Kubaner, der den Rauchring blies,;die Zigarre;und schlenderte über den Marktplatz.;2;0.08;1;6.2;3.2;1.5;Langsam öffnete der Kubaner , der den Rauchring blies , die Zigarre;Rauchring;12.323735177516935;15.268771559000015;1;1
Zigarre;29;D;Langsam öffnete der Kubaner, der die Straßenbahn verpasste,;die Zigarre;und schlenderte über den Marktplatz.;2;0.08;1;2.0;1.3;1.5;Langsam öffnete der Kubaner , der die Straßenbahn verpasste , die Zigarre;Straßenbahn;19.70867532491684;17.831755101680756;1;1
Schnitzel;30;A;Fröhlich paniert der Koch, nachdem er die Bratkartoffeln geschält hat,;das Schnitzel;für das Gericht.;0;0.58;0;6.0;1.2;6.5;Fröhlich paniert der Koch , nachdem er die Bratkartoffeln geschält hat , das Schnitzel;Bratkartoffeln;10.853230692446232;5.453721027821302;1;1
Schnitzel;30;B;Fröhlich paniert der Koch, nachdem er die Ärmel hochgekrempelt hat,;das Schnitzel;für das Gericht.;0;0.83;0;1.3;1.5;6.5;Fröhlich paniert der Koch , nachdem er die Ärmel hochgekrempelt hat , das Schnitzel;Ärmel;10.323557794094086;4.180630332790315;1;1
Schnitzel;30;C;Fröhlich baut der Koch, nachdem er die Bratkartoffeln geschält hat,;das Schnitzel;für das Gericht.;0;0.0;0;6.0;1.2;1.0;Fröhlich baut der Koch , nachdem er die Bratkartoffeln geschält hat , das Schnitzel;Bratkartoffeln;10.20455114170909;6.7592318542301655;1;1
Schnitzel;30;D;Fröhlich baut der Koch, nachdem er die Ärmel hochgekrempelt hat,;das Schnitzel;für das Gericht.;0;0.0;0;1.3;1.5;1.0;Fröhlich baut der Koch , nachdem er die Ärmel hochgekrempelt hat , das Schnitzel;Ärmel;11.23452115058899;6.8896847907453775;1;1
Kuchen;31;A;Umsichtig glasiert der Konditor, der die Backform eingefettet hat,;den Kuchen;für die Geburtstagsfeier.;1;0.92;0;6.9;5.3;5.9;Umsichtig glasiert der Konditor , der die Backform eingefettet hat , den Kuchen;Backform;3.587484121322632;2.960350953042507;0;1
Kuchen;31;B;Umsichtig glasiert der Konditor, der den Tisch abgewischt hat,;den Kuchen;für die Geburtstagsfeier.;1;0.42;0;5.4;1.6;5.9;Umsichtig glasiert der Konditor , der den Tisch abgewischt hat , den Kuchen;Tisch;4.392890453338623;5.766254723072052;0;1
Kuchen;31;C;Umsichtig durchsucht der Konditor, der die Backform eingefettet hat,;den Kuchen;für die Geburtstagsfeier.;1;0.0;0;6.9;5.3;1.2;Umsichtig durchsucht der Konditor , der die Backform eingefettet hat , den Kuchen;Backform;4.804427146911621;6.216862440109253;0;1
Kuchen;31;D;Umsichtig durchsucht der Konditor, der den Tisch abgewischt hat,;den Kuchen;für die Geburtstagsfeier.;1;0.0;0;5.4;1.6;1.2;Umsichtig durchsucht der Konditor , der den Tisch abgewischt hat , den Kuchen;Tisch;5.81074857711792;7.377383440732956;0;1
Kette;32;A;Gestern ölte der Fahrradfahrer, bevor er die Bremse einstellte,;die Kette;und die Bremsen.;0;0.83;0;4.9;2.0;6.8;Gestern ölte der Fahrradfahrer , bevor er die Bremse einstellte , die Kette;Bremse;7.979284286499023;5.985032320022583;0;1
Kette;32;B;Gestern ölte der Fahrradfahrer, bevor er die Limonade trank,;die Kette;und die Bremsen.;0;0.58;0;1.2;1.1;6.8;Gestern ölte der Fahrradfahrer , bevor er die Limonade trank , die Kette;Limonade;10.947978019714355;1.4323955178260803;0;1
Kette;32;C;Gestern beheizte der Fahrradfahrer, bevor er die Bremse einstellte,;die Kette;und die Bremsen.;0;0.0;0;4.9;2.0;1.4;Gestern beheizte der Fahrradfahrer , bevor er die Bremse einstellte , die Kette;Bremse;8.932104110717773;5.79687237739563;0;1
Kette;32;D;Gestern beheizte der Fahrradfahrer, bevor die Limonade trank,;die Kette;und die Bremsen.;0;0.0;0;1.2;1.1;1.4;Gestern beheizte der Fahrradfahrer , bevor die Limonade trank , die Kette;Limonade;12.80923843383789;10.870858192443848;0;1
Brief;33;A;Hastig frankiert der Postbeamte, der das Postamt aufgeschlossen hat,;den Brief;an die Agentur.;0;0.92;1;6.8;1.3;6.6;Hastig frankiert der Postbeamte , der das Postamt aufgeschlossen hat , den Brief;Postamt;1.5011415481567385;1.322782185045071;0;1
Brief;33;B;Hastig frankiert der Postbeamte, der das Mittagessen bestellt hat,;den Brief;an die Agentur.;0;1.0;1;1.5;3.7;6.6;Hastig frankiert der Postbeamte , der das Mittagessen bestellt hat , den Brief;Mittagessen;3.1893398761749268;0.9766640093293972;0;1
Brief;33;C;Hastig umgeht der Postbeamte, der das Postamt aufgeschlossen hat,;den Brief;an die Agentur.;0;0.0;1;6.8;1.3;2.2;Hastig umgeht der Postbeamte , der das Postamt aufgeschlossen hat , den Brief;Postamt;6.008786678314209;6.470324248075485;0;1
Brief;33;D;Hastig umgeht der Postbeamte, der das Mittagessen bestellt hat,;den Brief;an die Agentur.;0;0.0;1;1.5;3.7;2.2;Hastig umgeht der Postbeamte , der das Mittagessen bestellt hat , den Brief;Mittagessen;5.965640544891357;6.311742298305035;0;1
Berg;34;A;Fröhlich erklimmt der Wanderer, nachdem er das Tal durchquert hat,;den Berg;und stellt sein Zelt auf.;1;0.75;0;6.4;3.2;6.8;Fröhlich erklimmt der Wanderer , nachdem er das Tal durchquert hat , den Berg;Tal;5.173090934753418;3.222787857055664;0;0
Berg;34;B;Fröhlich erklimmt der Wanderer, nachdem er die Stoppuhr gestartet hat,;den Berg;und stellt sein Zelt auf.;1;0.92;0;1.4;1.5;6.8;Fröhlich erklimmt der Wanderer , nachdem er die Stoppuhr gestartet hat , den Berg;Stoppuhr;4.798195838928223;3.4296963214874268;0;0
Berg;34;C;Fröhlich kauft der Wanderer, nachdem er das Tal durchquert hat,;den Berg;und stellt sein Zelt auf.;1;0.0;0;6.4;3.2;1.5;Fröhlich kauft der Wanderer , nachdem er das Tal durchquert hat , den Berg;Tal;5.280233383178711;5.160878658294678;0;0
Berg;34;D;Fröhlich kauft der Wanderer, nachdem er die Stoppuhr gestartet hat,;den Berg;und stellt sein Zelt auf.;1;0.0;0;1.4;1.5;1.5;Fröhlich kauft der Wanderer , nachdem er die Stoppuhr gestartet hat , den Berg;Stoppuhr;5.124718189239502;5.572322845458984;0;0
Befehl;35;A;Bedächtig erteilt der General, der die Rekruten kommandiert,;den Befehl;zum Abmarsch.;0;0.92;0;6.0;7.0;6.6;Bedächtig erteilt der General , der die Rekruten kommandiert , den Befehl;Rekruten;1.3934613466262815;0.7829185191876604;0;1
Befehl;35;B;Bedächtig erteilt der General, der die Getränke einschenkt,;den Befehl;zum Abmarsch.;0;0.75;0;1.7;2.4;6.6;Bedächtig erteilt der General , der die Getränke einschenkt , den Befehl;Getränke;4.463321208953857;2.035140598181897;0;1
Befehl;35;C;Bedächtig biegt der General, der die Rekruten kommandiert,;den Befehl;zum Abmarsch.;0;0.0;0;6.0;7.0;1.4;Bedächtig biegt der General , der die Rekruten kommandiert , den Befehl;Rekruten;9.236247062683104;11.443026529508643;0;1
Befehl;35;D;Bedächtig biegt der General, der die Getränke einschenkt,;den Befehl;zum Abmarsch.;0;0.0;0;1.7;2.4;1.4;Bedächtig biegt der General , der die Getränke einschenkt , den Befehl;Getränke;10.273536682128906;14.491122172912583;0;1
Wand;36;A;Sofort streicht der Maler, nachdem er die Tapete angebracht hat,;die Wand;des Büros.;0;0.5;0;7.0;5.5;6.4;Sofort streicht der Maler , nachdem er die Tapete angebracht hat , die Wand;Tapete;6.028207778930664;5.278713583946228;0;1
Wand;36;B;Sofort streicht der Maler, nachdem er den Hund gefüttert hat,;die Wand;des Büros.;0;0.67;0;1.5;1.3;6.4;Sofort streicht der Maler , nachdem er den Hund gefüttert hat , die Wand;Hund;8.72343635559082;3.8158457279205322;0;1
Wand;36;C;Sofort lenkt der Maler, nachdem er die Tapete angebracht hat,;die Wand;des Büros.;0;0.08;0;7.0;5.5;1.1;Sofort lenkt der Maler , nachdem er die Tapete angebracht hat , die Wand;Tapete;7.792871475219727;8.918129444122314;0;1
Wand;36;D;Sofort lenkt der Maler, nachdem er den Hund gefüttert hat,;die Wand;des Büros.;0;0.0;0;1.5;1.3;1.1;Sofort lenkt der Maler , nachdem er den Hund gefüttert hat , die Wand;Hund;12.497247695922852;10.92399001121521;0;1
Hammer;37;A;Direkt schwingt der Schmied, der den Amboss aufgestellt hat,;den Hammer;auf das Metall.;0;1.0;0;6.5;1.9;5.6;Direkt schwingt der Schmied , der den Amboss aufgestellt hat , den Hammer;Amboss;2.803065299987793;0.5044713634997606;0;1
Hammer;37;B;Direkt schwingt der Schmied, der den Stuhl weggestellt hat,;den Hammer;auf das Metall.;0;0.83;0;2.9;3.8;5.6;Direkt schwingt der Schmied , der den Stuhl weggestellt hat , den Hammer;Stuhl;4.7036452293396;1.063327707350254;0;1
Hammer;37;C;Direkt speichert der Schmied, der den Amboss aufgestellt hat,;den Hammer;auf das Metall.;0;0.0;0;6.5;1.9;1.2;Direkt speichert der Schmied , der den Amboss aufgestellt hat , den Hammer;Amboss;4.768245220184326;3.797098970040679;0;1
Hammer;37;D;Direkt speichert der Schmied, der den Stuhl weggestellt hat,;den Hammer;auf das Metall.;0;0.0;0;2.9;3.8;1.2;Direkt speichert der Schmied , der den Stuhl weggestellt hat , den Hammer;Stuhl;7.793140888214111;3.8009976660832763;0;1
Land;38;A;Vor langer Zeit regierte der König, der die Reise unternahm,;das Land;im Norden.;1;0.33;0;6.6;2.5;7.0;Vor langer Zeit regierte der König , der die Reise unternahm , das Land;Reise;1.1385380029678345;1.1951961517333984;0;0
Land;38;B;Vor langer Zeit regierte der König, der den Gesang vernahm,;das Land;im Norden.;1;0.5;0;2.4;2.5;7.0;Vor langer Zeit regierte der König , der den Gesang vernahm , das Land;Gesang;1.3040469884872437;1.8685067892074585;0;0
Land;38;C;Vor langer Zeit briet der König, der die Reise unternahm,;das Land;im Norden.;1;0.0;0;6.6;2.5;1.2;Vor langer Zeit briet der König , der die Reise unternahm , das Land;Reise;5.222908020019531;4.149265766143799;0;0
Land;38;D;Vor langer Zeit briet der König, der den Gesang vernahm,;das Land;im Norden.;1;0.0;0;2.4;2.5;1.2;Vor langer Zeit briet der König , der den Gesang vernahm , das Land;Gesang;6.542531490325928;8.162059783935547;0;0
Stab;39;A;Zügig hob der Dirigent, der das Tempo wechselte,;den Stab;und gab den Takt an.;0;0.42;1;1.9;1.6;3.0;Zügig hob der Dirigent , der das Tempo wechselte , den Stab;Tempo;6.402766704559326;4.6255223117768764;0;1
Stab;39;B;Zügig hob der Dirigent, der das Gähnen unterdrückte,;den Stab;und gab den Takt an.;0;0.5;1;1.0;1.6;3.0;Zügig hob der Dirigent , der das Gähnen unterdrückte , den Stab;Gähnen;5.071383953094482;6.0519007332623005;0;1
Stab;39;C;Zügig verdrückte der Dirigent, der das Tempo wechselte,;den Stab;und gab den Takt an.;0;0.0;1;1.9;1.6;1.3;Zügig verdrückte der Dirigent , der das Tempo wechselte , den Stab;Tempo;9.410123825073242;6.462237775325775;0;1
Stab;39;D;Zügig verdrückte der Dirigent, der das Gähnen unterdrückte,;den Stab;und gab den Takt an.;0;0.0;1;1.0;1.6;1.3;Zügig verdrückte der Dirigent , der das Gähnen unterdrückte , den Stab;Gähnen;8.231757164001465;7.902324676513672;0;1
Bart;40;A;Direkt trimmt der Herrenfriseur, nachdem er die Klinge ausgepackt hat,;den Bart;des Mannes.;2;0.58;0;5.4;1.3;6.8;Direkt trimmt der Herrenfriseur , nachdem er die Klinge ausgepackt hat , den Bart;Klinge;6.824911594390869;0.8992900252342224;0;0
Bart;40;B;Direkt trimmt der Herrenfriseur, nachdem er das Wasserglas abgestellt hat,;den Bart;des Mannes.;2;0.25;0;1.2;1.0;6.8;Direkt trimmt der Herrenfriseur , nachdem er das Wasserglas abgestellt hat , den Bart;Wasserglas;7.203238487243652;1.6265170574188232;0;0
Bart;40;C;Direkt hört der Herrenfriseur, nachdem er die Klinge ausgepackt hat,;den Bart;des Mannes.;2;0.0;0;5.4;1.3;1.7;Direkt hört der Herrenfriseur , nachdem er die Klinge ausgepackt hat , den Bart;Klinge;11.556450843811035;11.484736442565918;0;0
Bart;40;D;Direkt hört der Herrenfriseur, nachdem er das Wasserglas abgestellt hat,;den Bart;des Mannes.;2;0.0;0;1.2;1.0;1.7;Direkt hört der Herrenfriseur , nachdem er das Wasserglas abgestellt hat , den Bart;Wasserglas;12.022225379943848;10.384054183959961;0;0
Geschirr;41;A;Gestern spülte der Tellerwäscher, bevor er den Tisch wischte,;das Geschirr;und die Brettchen.;0;0.5;1;6.7;4.7;6.9;Gestern spülte der Tellerwäscher , bevor er den Tisch wischte , das Geschirr;Tisch;2.8007850646972656;2.0405910501722246;0;1
Geschirr;41;B;Gestern spülte der Tellerwäscher, bevor er das Taxi rief,;das Geschirr;und die Brettchen.;0;0.42;1;1.2;1.2;6.9;Gestern spülte der Tellerwäscher , bevor er das Taxi rief , das Geschirr;Taxi;10.091072082519531;6.439321644604206;0;1
Geschirr;41;C;Gestern glättete der Tellerwäscher, bevor er den Tisch wischte,;das Geschirr;und die Brettchen.;0;0.0;1;6.7;4.7;1.1;Gestern glättete der Tellerwäscher , bevor er den Tisch wischte , das Geschirr;Tisch;2.4444940090179443;3.2752738180570304;0;1
Geschirr;41;D;Gestern glättete der Tellerwäscher, bevor er das Taxi rief,;das Geschirr;und die Brettchen.;0;0.0;1;1.2;1.2;1.1;Gestern glättete der Tellerwäscher , bevor er das Taxi rief , das Geschirr;Taxi;10.875348091125488;9.669458456337452;0;1
Schloss;42;A;Im Handumdrehen knackt der Einbrecher, der den Zahlencode erraten hat,;das Schloss;und stiehlt die Wertsachen.;0;0.25;0;7.0;1.8;6.4;Im Handumdrehen knackt der Einbrecher , der den Zahlencode erraten hat , das Schloss;Zahlencode;2.758085966110229;1.0993324518203735;0;0
Schloss;42;B;Im Handumdrehen knackt der Einbrecher, der die Akte durchblättert hat,;das Schloss;und stiehlt die Wertsachen.;0;0.5;0;2.6;1.5;6.4;Im Handumdrehen knackt der Einbrecher , der die Akte durchblättert hat , das Schloss;Akte;4.229089736938477;1.0559284687042236;0;0
Schloss;42;C;Im Handumdrehen kopiert der Einbrecher, der den Zahlencode erraten hat,;das Schloss;und stiehlt die Wertsachen.;0;0.0;0;7.0;1.8;1.6;Im Handumdrehen kopiert der Einbrecher , der den Zahlencode erraten hat , das Schloss;Zahlencode;6.041074752807617;4.072681427001953;0;0
Schloss;42;D;Im Handumdrehen kopiert der Einbrecher, der die Akte durchblättert hat,;das Schloss;und stiehlt die Wertsachen.;0;0.0;0;2.6;1.5;1.6;Im Handumdrehen kopiert der Einbrecher , der die Akte durchblättert hat , das Schloss;Akte;7.666172027587891;7.330216884613037;0;0
Zwiebeln;43;A;Routiniert hackte der Küchengehilfe, bevor er die Suppe umrührte,;die Zwiebeln;und den Knoblauch.;0;0.25;1;5.7;2.3;6.2;Routiniert hackte der Küchengehilfe , bevor er die Suppe umrührte , die Zwiebeln;Suppe;8.872435569763184;6.5112637989223;0;1
Zwiebeln;43;B;Routiniert hackte der Küchengehilfe, bevor er das Radio einschaltete,;die Zwiebeln;und den Knoblauch.;0;0.33;1;1.3;1.1;6.2;Routiniert hackte der Küchengehilfe , bevor er das Radio einschaltete , die Zwiebeln;Radio;10.122270584106444;3.7359722865512595;0;1
Zwiebeln;43;C;Routiniert schraubte der Küchengehilfe, bevor er die Suppe umrührte,;die Zwiebeln;und den Knoblauch.;0;0.0;1;5.7;2.3;1.3;Routiniert schraubte der Küchengehilfe , bevor er die Suppe umrührte , die Zwiebeln;Suppe;9.178651809692385;9.481859382241964;0;1
Zwiebeln;43;D;Routiniert schraubte der Küchengehilfe, bevor er das Radio einschaltete,;die Zwiebeln;und den Knoblauch.;0;0.0;1;1.3;1.1;1.3;Routiniert schraubte der Küchengehilfe , bevor er das Radio einschaltete , die Zwiebeln;Radio;11.9525728225708;10.6979453349486;0;1
Wachs;44;A;Umsichtig schmolz der Kerzenzieher, nachdem er den Docht gekürzt hatte,;das Wachs;und fuhr mit der Arbeit fort.;0;0.83;1;6.7;2.3;6.3;Umsichtig schmolz der Kerzenzieher , nachdem er den Docht gekürzt hatte , das Wachs;Docht;4.796666622161865;1.551683598489035;0;1
Wachs;44;B;Umsichtig schmolz der Kerzenzieher, nachdem er das Nähkästchen zugeklappt hatte,;das Wachs;und fuhr mit der Arbeit fort.;0;0.83;1;1.5;1.4;6.3;Umsichtig schmolz der Kerzenzieher , nachdem er das Nähkästchen zugeklappt hatte , das Wachs;Nähkästchen;8.520010948181152;1.5922089649830014;0;1
Wachs;44;C;Umsichtig würzte der Kerzenzieher, nachdem er den Docht gekürzt hatte,;das Wachs;und fuhr mit der Arbeit fort.;0;0.0;1;6.7;2.3;1.0;Umsichtig würzte der Kerzenzieher , nachdem er den Docht gekürzt hatte , das Wachs;Docht;4.8360748291015625;2.357247292296961;0;1
Wachs;44;D;Umsichtig würzte der Kerzenzieher, nachdem er das Nähkästchen zugeklappt hatte,;das Wachs;und fuhr mit der Arbeit fort.;0;0.0;1;1.5;1.4;1.0;Umsichtig würzte der Kerzenzieher , nachdem er das Nähkästchen zugeklappt hatte , das Wachs;Nähkästchen;8.103263854980469;7.796352609992027;0;1
Cocktail;45;A;Gestern mixte der Barkeeper, der den Wodka geöffnet hatte,;den Cocktail;für den Touristen.;0;0.5;0;6.2;1.4;6.9;Gestern mixte der Barkeeper , der den Wodka geöffnet hatte , den Cocktail;Wodka;5.99544095993042;4.97465559374541;0;1
Cocktail;45;B;Gestern mixte der Barkeeper, der den Boden gefegt hatte,;den Cocktail;für den Touristen.;0;0.83;0;1.3;1.0;6.9;Gestern mixte der Barkeeper , der den Boden gefegt hatte , den Cocktail;Boden;6.152256488800049;2.71134440228343;0;1
Cocktail;45;C;Gestern gründete der Barkeeper, der den Wodka geöffnet hatte,;den Cocktail;für den Touristen.;0;0.0;0;6.2;1.4;1.6;Gestern gründete der Barkeeper , der den Wodka geöffnet hatte , den Cocktail;Wodka;8.986413955688477;8.354065066203475;0;1
Cocktail;45;D;Gestern gründete der Barkeeper, der den Boden gefegt hatte,;den Cocktail;für den Touristen.;0;0.08;0;1.3;1.0;1.6;Gestern gründete der Barkeeper , der den Boden gefegt hatte , den Cocktail;Boden;10.469226837158203;9.111895564943552;0;1
Orchester;46;A;Am Abend dirigiert der Kapellmeister, der das Konzert eröffnet hat,;das Orchester;und das Streichquartett.;0;0.25;1;6.8;3.6;6.8;Am Abend dirigiert der Kapellmeister , der das Konzert eröffnet hat , das Orchester;Konzert;3.034501552581787;1.337502131704241;0;1
Orchester;46;B;Am Abend dirigiert der Kapellmeister, der die Unterschriften gesammelt hat,;das Orchester;und das Streichquartett.;0;0.25;1;1.6;1.4;6.8;Am Abend dirigiert der Kapellmeister , der die Unterschriften gesammelt hat , das Orchester;Unterschriften;2.9393839836120605;1.2966716517694294;0;1
Orchester;46;C;Am Abend vernichtet der Kapellmeister, der das Konzert eröffnet hat,;das Orchester;und das Streichquartett.;0;0.0;1;6.8;3.6;1.3;Am Abend vernichtet der Kapellmeister , der das Konzert eröffnet hat , das Orchester;Konzert;3.571049928665161;3.996517635881901;0;1
Orchester;46;D;Am Abend vernichtet der Kapellmeister, der die Unterschriften gesammelt hat,;das Orchester;und das Streichquartett.;0;0.0;1;1.6;1.4;1.3;Am Abend vernichtet der Kapellmeister , der die Unterschriften gesammelt hat , das Orchester;Unterschriften;5.051060199737549;12.34698736667633;0;1
Wort;47;A;Direkt buchstabiert der Sprachschüler, nachdem er das Buch aufgeschlagen hat,;das Wort;und notiert es.;3;0.83;0;6.3;3.6;6.8;Direkt buchstabiert der Sprachschüler , nachdem er das Buch aufgeschlagen hat , das Wort;Buch;1.5821424722671509;1.8843308687210083;0;0
Wort;47;B;Direkt buchstabiert der Sprachschüler, nachdem er den Pausenhof verlassen hat,;das Wort;und notiert es.;3;0.67;0;3.0;2.7;6.8;Direkt buchstabiert der Sprachschüler , nachdem er den Pausenhof verlassen hat , das Wort;Pausenhof;0.9355303645133972;1.8363077640533447;0;0
Wort;47;C;Direkt dekoriert der Sprachschüler, nachdem er das Buch aufgeschlagen hat,;das Wort;und notiert es.;3;0.0;0;6.3;3.6;1.7;Direkt dekoriert der Sprachschüler , nachdem er das Buch aufgeschlagen hat , das Wort;Buch;8.271334648132324;4.6456990242004395;0;0
Wort;47;D;Direkt dekoriert der Sprachschüler, nachdem er den Pausenhof verlassen hat,;das Wort;und notiert es.;3;0.0;0;3.0;2.7;1.7;Direkt dekoriert der Sprachschüler , nachdem er den Pausenhof verlassen hat , das Wort;Pausenhof;8.210264205932617;7.50896692276001;0;0
Weide;48;A;Vorsichtig umzäunt der Schäfer, der die Schafe gehütet hat,;die Weide;mit einem Draht.;0;0.67;0;6.7;5.4;6.0;Vorsichtig umzäunt der Schäfer , der die Schafe gehütet hat , die Weide;Schafe;4.850581645965576;3.432447776198387;0;1
Weide;48;B;Vorsichtig umzäunt der Schäfer, der das Mittagessen vergessen hat,;die Weide;mit einem Draht.;0;0.42;0;1.4;1.4;6.0;Vorsichtig umzäunt der Schäfer , der das Mittagessen vergessen hat , die Weide;Mittagessen;6.7616729736328125;7.001148700714111;0;1
Weide;48;C;Vorsichtig fälscht der Schäfer, der die Schafe gehütet hat,;die Weide;mit einem Draht.;0;0.0;0;6.7;5.4;1.0;Vorsichtig fälscht der Schäfer , der die Schafe gehütet hat , die Weide;Schafe;7.094653129577637;9.318984031677246;0;1
Weide;48;D;Vorsichtig fälscht der Schäfer, der das Mittagessen vergessen hat,;die Weide;mit einem Draht.;0;0.0;0;1.4;1.4;1.0;Vorsichtig fälscht der Schäfer , der das Mittagessen vergessen hat , die Weide;Mittagessen;10.501890182495115;8.758917212486267;0;1
Predigt;49;A;Nachdenklich hält der Pfarrer, nachdem er die Bibel aufgeschlagen hat,;die Predigt;für die Gemeinde.;0;0.25;0;6.2;2.1;6.2;Nachdenklich hält der Pfarrer , nachdem er die Bibel aufgeschlagen hat , die Predigt;Bibel;5.132297992706299;6.343833528459072;0;1
Predigt;49;B;Nachdenklich hält der Pfarrer, nachdem er die Brille aufgesetzt hat,;die Predigt;für die Gemeinde.;0;0.5;0;1.6;2.9;6.2;Nachdenklich hält der Pfarrer , nachdem er die Brille aufgesetzt hat , die Predigt;Brille;8.174200057983398;8.137191615998745;0;1
Predigt;49;C;Nachdenklich leert der Pfarrer, nachdem er die Bibel aufgeschlagen hat,;die Predigt;für die Gemeinde.;0;0.0;0;6.2;2.1;1.3;Nachdenklich leert der Pfarrer , nachdem er die Bibel aufgeschlagen hat , die Predigt;Bibel;10.12174129486084;10.382567897439003;0;1
